articleIndex,articleTitle,text
168,Law No. (13) of 2008 Regulating the Interim Property Register in the Emirate of Dubai,"This Decree comes into force on the day on which it is issued and will be published in 

the Official Gazette.

Mohammed bin Rashid Al Maktoum 
Ruler of Dubai

Issued in Dubai on 1 November 2009

Corresponding to 13 Thu al-Qidah 1430 A.H.

6666

Law No. (9) of 2009 

Amending Law No. (13) of 2008 
Regulating the Interim Property 
Register in the Emirate of Dubai

6767

Law No. (9) of 2009 

Amending Law No. (13) of 2008 

Regulating the Interim Property Register

in the Emirate of Dubai (1)

We, Mohammed bin Rashid Al Maktoum, Ruler of Dubai,

After perusal of:"
362,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai;,"140140

a contract is concluded between both parties. A contract will be deemed concluded 

if all parties agree on all the conditions provided for in the Brokerage Agreement. 

2. A Real Estate Broker will be entitled to remuneration upon signing the sale 

contract and registering it with the Department unless the Brokerage Agreement 

stipulates otherwise. 

3. 

If the sale contract is conditional upon fulfilment of a term which is agreed in the 

Brokerage Agreement, the Real Estate Broker will be entitled to his remuneration 

only once that term is fulfilled."
226,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai; and,"1. Each co-Owner of a Unit will have a pre-emptive right to buy another co-Owner’s 

share offered for sale to a non-Owner. If more than one co-Owner exercises this right, 

they will be entitled to buy a share proportional to their existing interest in the Unit. 

2. This pre-emptive right will not apply in case of sale to spouse, lineal ascendants, 

lineal descendants, brothers or sisters, and their lineal descendants."
182,Decree No. (2) of 1993 Establishing a Special Tribunal for the Settlement of Disputes,"1. The Landlord and Tenant must specify the Rent in the Tenancy Contract. Should the 

parties omit or fail to specify the agreed Rent, the Rent must be the same as that of 

similar Real Property. 

2. The Tribunal will determine the Rent of similar Real Property taking into account 

the criteria determining the percentage of Rent increase set by RERA, the overall 

economic situation in the Emirate, the condition of the Real Property, and the average 

Rent of similar Real Property in similar Real Property markets within the same area 

and in accordance with any applicable legislation in the Emirate concerning Real 

Property Rent, or any other factors which the Tribunal deems appropriate."
245,Law comes into force will be deemed void.,"of this Law. 

Chapter Eight

Final Provisions"
326,Law; or,"This Law will be published in the Official Gazette and will come into force on the day on 

which it is published.

Mohammed bin Rashid Al Maktoum
Ruler of Dubai

Issued in Dubai on 6 May 2007

Corresponding to 19 Rabi al-Thani 1428 A.H. 

127127

Regulation No. (3) of 2006 

Determining Areas for Ownership by 
Non-UAE Nationals of Real Property 
in the Emirate of Dubai

129129

Regulation No. (3) of 2006 

Determining Areas for Ownership by Non-UAE Nationals of

Real Property in the Emirate of Dubai (1)

We, Mohammed bin Rashid Al Maktoum, Ruler of Dubai,

After perusal of Law No. (7) of 2006 Concerning Real Property Registration in the Emirate 

of Dubai,

Do hereby this Regulation."
236,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai; and,"1. Each Unit Owner will pay to the Owners Association his share of the annual service 

fees to cover the expenses of management, operation, maintenance, and repair of 

the Common Areas. Such share will be calculated based on the area of the Unit 

compared to the total area of the Jointly Owned Real Property. The Master Developer 

or Sub-developer will pay his share of the annual service fees in respect of the 

unsold Units. 

2. A Unit Owner may not waive his share in the Common Areas to avoid payment of his 

share of the annual service fees."
399,Law No. (7) of 1997 Concerning Land Registration Fees; and,"In coordination with competent entities, the Department will update the data of Real 

Property Units and of everything thereon such as buildings, plants or otherwise.

152152

Chapter Eight

Maps"
293,Law No. (7) of 2006 Concerning Real Property Registration in the Emirate of Dubai; and,"RERA will have its head office in Dubai, and it may establish branches within and outside 

the Emirate."
206,Law No. (27) of 2007 Concerning Jointly Owned Real Property in the Emirate of Dubai;,"If a developer wishes to market his project through a Real Estate Broker, the developer 

must contract with a certified Real Estate Broker in accordance with the terms and 

conditions stipulated by Bylaw No. (85) of 2006 Regulating the Real Estate Brokers 

Register in the Emirate of Dubai. The developer must also register that contract with 

the Department."
